V1,A1,V2,A2,V3,A3,V4,A4,V5,A5,V6,A6,V7,A7,V8,A8,V9,A9,Cluster,State
1.0,0.0,0.9999999999999999,1.7396441438545855,0.9999999999999999,-9.295412943868042,0.9888853744859353,-5.461312429412379,0.9764832471521961,-10.04772029156884,0.9995858976690452,-9.295412943868042,0.9829964705803298,-8.576808801487097,0.9953850695547664,-4.134711893285873,0.9603464618621855,-9.36902316150285,2,Shut Down
1.0,0.0,0.9999999999999999,2.267526983768297,1.0,-8.826490521713232,0.9902619734160774,-5.043823686389851,0.978316397714034,-9.434600724691219,0.9998611842425885,-8.826490521713232,0.9829538381198751,-8.199082463541021,0.995762515393932,-3.604594535984561,0.9630551502056097,-8.48518309225208,2,Shut Down
1.0,0.0,0.9999999999999998,-22.978877863817793,0.9999999999999996,-27.04935869229974,0.8843480579143448,-16.118175839508982,0.8349328500751302,-28.958984683326207,0.9517281057052688,-30.04938277618639,0.905348273271867,-35.06469605698148,0.9362848729801101,-29.22546691326031,0.7953969019459525,-32.27637941449312,4,Disconnect
1.0,0.0,0.9999999999999997,1.9350431291830827,0.9999999999999998,-9.079448931477309,0.9893536037244752,-5.311277771593307,0.9773786677762576,-9.761171908707627,0.9997455125563853,-9.079448931477309,0.9830571474277336,-8.405696209410712,0.9955184587188739,-3.9385230360517314,0.9610515983495578,-9.113393041126537,2,Shut Down
1.0,0.0,0.9999999999999999,24.181979911379123,1.0,19.076746424810022,0.9932207568756997,4.099630222105581,0.9981301070013556,7.417000317314307,1.0144235925864733,16.26229018557639,1.0090359755771798,16.62279912418076,1.0099659738313589,18.392724045598907,0.9873466806076864,7.291336190194252,3,Low Load
1.0,0.0,0.9999999999999998,24.618937143992756,1.0,19.386835215660383,0.9895562983341397,4.2886218394485836,0.9934745767507216,7.610482537626083,1.0139965371628352,16.57119268335288,1.010405702634361,16.991347588723933,1.0093528832214247,18.8261528017068,0.9804899544578135,7.834988730469502,3,Low Load
1.0,0.0,0.9999999999999999,18.80623419757336,0.9999999999999998,20.08898865294618,0.9716826979266235,-2.732667248521267,0.9444738699541466,-7.823713094690192,1.0056680676790175,17.250009271678053,0.98186191652603,12.400535638621808,0.9888301891465711,12.89279910402665,0.932824599689737,-1.8513971719256717,1,High Load
1.0,0.0,0.9999999999999998,2.350690367139682,1.0,-8.722856689441057,0.9898482601652361,-5.102806877860678,0.9778711632885911,-9.481452483469049,0.9999200669131406,-8.722856689441059,0.9832785000326794,-8.007961191731033,0.9957793883600099,-3.521331302718941,0.9621247391230155,-8.647526319327087,2,Shut Down
1.0,0.0,0.9999999999999999,24.48284429295213,1.0,19.331718686790175,0.9896772650846822,4.233386623370143,0.9939153055064115,7.640490033599025,1.014043278670484,16.516206043824653,1.0102559164059866,16.88837852430796,1.0092294306026852,18.689348931450606,0.9802234436750842,7.616064242755435,3,Low Load
1.0,0.0,1.0,2.4450765145492728,0.9999999999999998,-8.730219601897543,0.989961118893857,-5.066344475344639,0.9773965081935074,-9.57304447015461,0.9998390317146698,-8.730219601897543,0.9832212276999052,-7.9645976486694146,0.9958514427605246,-3.4265187940889503,0.9628124266171327,-8.434084709099636,2,Shut Down
1.0,0.0,0.9999999999999999,23.834095601061662,0.9999999999999998,18.636003583386948,0.9910807041053611,3.8170721147754607,0.9931950729954827,6.8079874781062095,1.0145952979655504,15.822024032977719,1.01255959576885,16.269441083579878,1.0105175120651602,18.048010286688196,0.982563310615302,6.95039019363613,3,Low Load
1.0,0.0,0.9999999999999999,1.2672476297994628,0.9999999999999999,-9.702771594436324,0.988939585120252,-5.569143755854672,0.976828985814291,-10.172170964203461,0.999403772189109,-9.702771594436324,0.982442398357444,-9.146349122346338,0.9951257304227452,-4.608644708780233,0.9603353993810603,-9.628698220673362,2,Shut Down
1.0,0.0,0.9999999999999999,18.99625722984205,0.9999999999999999,20.106095764190076,0.9726268058614215,-2.4521191518634677,0.9458081320770106,-7.471971891942271,1.0057578461072607,17.26737001044676,0.9821084674004241,12.418280327453838,0.989570878753234,13.087264082821234,0.9354014235190967,-1.1992877685027354,1,High Load
1.0,0.0,0.9999999999999998,18.515161094464514,1.0,19.56949185887223,0.9720954028039632,-2.7106149931089116,0.9435474005740279,-8.076373176119235,1.005726938786704,16.730678795872755,0.9820251185655362,11.881531155872583,0.9895784873792519,12.606213542003257,0.9352928251208895,-1.5472729080547263,1,High Load
1.0,0.0,1.0,1.4201998429963878,0.9999999999999998,-9.504564212231308,0.9895109498673188,-5.406875557350773,0.9780175243777453,-9.8337989775019,0.9995691371096431,-9.504564212231307,0.9824221364194557,-9.034261831982116,0.995234121938252,-4.45505029619685,0.9611287741439789,-9.3788379145491,2,Shut Down
1.0,0.0,1.0,17.939931817449725,0.9999999999999997,19.08910115348038,0.9719254981991761,-2.9928322094565605,0.9439325785072525,-8.246699260490045,1.0056646996189254,16.250112256430118,0.9818616946776707,11.400391059053081,0.9891324913461115,12.028310450627236,0.9336902969534531,-2.3773322262523764,1,High Load
1.0,0.0,0.9999999999999997,-21.4380287075444,1.0,-25.48474328768812,0.8917452939733947,-15.273625476664943,0.8488979592954415,-27.256961499076414,0.9523980271944589,-28.48265521125426,0.8998504656269316,-33.67026154431484,0.9347201291826942,-27.69511643031232,0.7992399312121508,-30.5083699660777,4,Disconnect
1.0,0.0,1.0,-19.72559711545161,1.0,-24.373313105973605,0.8949829016509114,-14.916284408071006,0.8456639951823395,-27.333843262694018,0.9522608033604181,-27.371657433021532,0.8991759408380134,-31.89941078360424,0.9361023525646704,-25.973408969520356,0.8085886219311083,-28.932552058885268,4,Disconnect
1.0,0.0,0.9999999999999999,1.8152851979854012,1.0,-9.303157245037474,0.9898241438033989,-5.264663439529062,0.977324678804868,-9.86872403461311,0.9995565343203899,-9.303157245037472,0.9825697477053743,-8.694307661217092,0.995501275489462,-4.058382706828707,0.9625180972296871,-8.848582481001012,2,Shut Down
1.0,0.0,1.0,-20.164332095489545,1.0,-24.470426824575092,0.9018420628456922,-14.717395906081103,0.8582422208963226,-26.506715913499857,0.9558097293458085,-27.457628168117623,0.9051739594535566,-32.517401920610595,0.9399661693426601,-26.386360102282687,0.8186827294220164,-28.733824369315737,4,Disconnect
1.0,0.0,0.9999999999999998,-18.274806422998445,0.9999999999999999,-22.82393455705684,0.9097548154266004,-14.370899911353591,0.8693830134622972,-25.995907434695383,0.9582444549299897,-25.803539104832858,0.90480339924503,-30.28593347198767,0.9423114004241797,-24.48128807259621,0.8316310402463016,-27.655873748987002,4,Disconnect
1.0,0.0,0.9999999999999999,18.437881553436355,0.9999999999999999,19.674915226124227,0.9714565729766698,-2.898802815541431,0.9433094422684875,-8.178544716664769,1.0056533975975008,16.83589439699993,0.9818237652619245,11.98635749371466,0.9888779533214707,12.524733105435553,0.9328833605990916,-2.10707471586972,1,High Load
1.0,0.0,1.0,2.1909126019287615,1.0,-8.797124981363147,0.9900141476304487,-5.100776119997733,0.9786263686795461,-9.365374379500784,0.9999491035540156,-8.79712498136315,0.9830959156976663,-8.194514057399275,0.9956903479913936,-3.681636024432357,0.962087136442026,-8.749483851822285,2,Shut Down
1.0,0.0,0.9999999999999999,18.925426229865028,0.9999999999999999,20.131369982029153,0.9724605642780243,-2.5378102386434893,0.9461849775430525,-7.444783836028852,1.0057235407996261,17.292547319819832,0.9820157897492824,12.443206763834617,0.9892222648295301,13.014343263640379,0.9342197715635328,-1.522318071182246,1,High Load
1.0,0.0,0.9999999999999999,-19.686977907282834,1.0,-23.894706582510178,0.902104683725816,-14.673761237443536,0.8537916920221457,-26.17586229090564,0.9555787949223622,-26.882630497108693,0.9065115731448394,-31.780560166223008,0.9415316582926284,-25.898619762550965,0.8235959545996808,-28.845537538681384,4,Disconnect
1.0,0.0,1.0,24.43518675505038,1.0,19.133263769760074,0.9904552169396537,4.155482357239819,0.9919306923017113,7.225520161570212,1.014819011018132,16.3199050496951,1.0140739932163434,16.809611947116053,1.0113613771492216,18.653945723530857,0.9838205428059369,7.727302799817441,3,Low Load
1.0,0.0,0.9999999999999999,24.886569278401108,1.0,19.65418208199623,0.9922131991808131,4.321590921546214,0.9971568241723673,7.634207773591662,1.015663369367078,16.8431640897583,1.0138742243745609,17.404626023171605,1.0116229117549675,19.10682796068942,0.9862634414497956,7.863036141998696,3,Low Load
1.0,0.0,0.9999999999999997,1.5310632308496686,0.9999999999999999,-9.478619343349203,0.9890238340877728,-5.4875578070662785,0.9767785145687146,-10.075421866469798,0.9995085511313898,-9.478619343349203,0.9827025995662931,-8.849670854921937,0.9952821723170527,-4.343902263852664,0.9605746575112476,-9.434358787339022,2,Shut Down
1.0,0.0,0.9999999999999999,-24.378676047236215,0.9999999999999999,-28.579377348664526,0.8774809036517929,-16.56733076775781,0.8265132429466411,-30.14526946096246,0.9468668963257433,-31.594817739354315,0.8949086128008227,-36.8081517200943,0.9301584679562072,-30.666573114338632,0.7845214350857467,-33.133658904633414,4,Disconnect
1.0,0.0,1.0,1.8907789701078088,1.0,-9.163217762754428,0.9903052284288135,-5.135209332581411,0.9784967287753206,-9.560345253812837,0.9996967340782956,-9.163217762754424,0.9824988333265637,-8.656484461371184,0.9955519197555547,-3.982589086982291,0.9630872750150348,-8.685840382097375,2,Shut Down
1.0,0.0,0.9999999999999998,18.638435949478197,1.0,19.749099729780138,0.9730453081610977,-2.5293558930669318,0.947084346811743,-7.37759384386712,1.005752094508769,16.910357728908263,0.9820991483683137,12.060964872341096,0.989558779822552,12.72937029837328,0.9353563272993621,-1.5591053474206942,1,High Load
1.0,0.0,1.0,24.979954366403703,1.0,19.660693465121266,0.9898667648694077,4.35899150672987,0.9898969745272821,7.6060692915321155,1.0130715594597424,16.842478056341267,1.0096195012766533,17.417139743232244,1.0098229201804874,19.189875579376135,0.9851919757302311,8.082631613360594,3,Low Load
1.0,0.0,0.9999999999999996,-18.666294528646137,0.9999999999999999,-23.35480057693851,0.899293647815184,-14.533262203956024,0.8502021166299915,-26.610568606565973,0.9548346704948096,-26.345055164397756,0.9045183657523526,-30.705618373193794,0.939419458321571,-24.89195786379559,0.8154364218789943,-28.038178376629357,4,Disconnect
1.0,0.0,0.9999999999999999,24.358107552221263,0.9999999999999999,19.024411904316594,0.9906891346548544,4.138338964319661,0.9935449263891546,7.1522692605018285,1.0144132135308355,16.209926845549134,1.0117853582012817,16.683701016725532,1.0103470342790968,18.571042607339603,0.9829715064605096,7.727578372158774,3,Low Load
1.0,0.0,0.9999999999999998,18.03651407253927,0.9999999999999998,18.982941429138517,0.972695536288876,-2.7727717047772176,0.9443655838950412,-8.101078483201118,1.005742792432964,16.14417315134786,0.982075918803152,11.294843848631693,0.9899035386244341,12.129513725939518,0.9363998994737452,-1.74658938523805,1,High Load
1.0,0.0,0.9999999999999998,-20.606973405204236,1.0,-24.546237777974824,0.8919783640041745,-15.165868389503558,0.8530460363507892,-26.831358196866145,0.9555007611129279,-27.534405931727296,0.9066747501713032,-32.42590783402149,0.9370318846788113,-26.848562807311733,0.7956569454044911,-30.545996975346522,4,Disconnect
1.0,0.0,1.0,17.143349058434474,0.9999999999999999,18.10135301889714,0.9725317830204326,-3.1471703955006745,0.9440367207584803,-8.508913630439801,1.0056822739150149,15.262413773813492,0.9819199468728779,10.412493346162982,0.9896579016340786,11.234877352448184,0.9354076710714784,-2.6819216227917284,1,High Load
1.0,0.0,1.0,-23.20873497399895,1.0,-27.45324075376096,0.8796104648307003,-16.269743780937155,0.8322587400878881,-29.52868432527402,0.9467166960695281,-30.46915999793027,0.8902263066880421,-35.462547113912755,0.9283137936221891,-29.50917742633613,0.7833606161558974,-32.54974366503502,4,Disconnect
1.0,0.0,0.9999999999999999,23.77668224592941,1.0,18.59780606500974,0.9904629067871951,3.8525396306576103,0.9921202418876168,6.9025403722009475,1.0138337208182455,15.781710990935968,1.0106145148723862,16.15357693102313,1.009649037288771,17.985602875736745,0.9817438964388878,6.997804524601464,3,Low Load
1.0,0.0,1.0,17.89488485486818,0.9999999999999998,18.90124188709743,0.9724036532892942,-2.8933816928334997,0.9440166121111364,-8.230816656643857,1.005713109784141,16.062389757181794,0.9819952895634712,11.212900606520336,0.9896497319571881,11.986364200105688,0.935478185926099,-2.047455913513817,1,High Load
1.0,0.0,0.9999999999999999,-20.721507870252285,0.9999999999999999,-25.032627798671964,0.9011490290341662,-15.084082349357153,0.8587726509834109,-27.21084255317524,0.9567863463898495,-28.016777265578586,0.9077985984402005,-32.98744753607577,0.9411070891784871,-26.935963071197378,0.8190513557359937,-29.43228910646202,4,Disconnect
1.0,0.0,1.0,23.967877076072803,1.0,18.663971913819925,0.9920025935341783,3.9663767590290737,0.9978840104303514,6.8796031023411155,1.0152120594562202,15.851703286490194,1.0118313905303158,16.28115938240211,1.0102441601450705,18.180220816326784,0.9822350542017346,7.359443546323157,3,Low Load
1.0,0.0,0.9999999999999999,18.272272875155778,1.0,19.374771272470404,0.9726927697265917,-2.729781671107462,0.9458572072598928,-7.755092995963081,1.0057219423512127,16.53594409467059,0.982018320293633,11.68641551004977,0.9894623655802051,12.362629388104187,0.9349353892987236,-1.9118819648559087,1,High Load
1.0,0.0,1.0,25.24598044182559,1.0,20.022397960594112,0.9885968632572164,4.528903502953746,0.9896966255638201,8.071084258542486,1.0135305099679632,17.20545973565022,1.0111756567127774,17.719467014969226,1.0099465039928313,19.45661258887796,0.9825185340919204,8.254558883907075,3,Low Load
1.0,0.0,0.9999999999999999,2.2077005486473245,1.0,-8.956568923788199,0.9899096946279154,-5.143185909596167,0.9772987490132058,-9.704050244757324,0.9997206706972219,-8.956568923788197,0.9829679076368418,-8.244420437298807,0.9957231760888873,-3.6646537842549423,0.9627519419825746,-8.579238600426361,2,Shut Down
1.0,0.0,0.9999999999999998,1.7956496021923942,0.9999999999999998,-9.312274227708244,0.989635667968253,-5.307200727889005,0.9771089562948655,-9.91976394891034,0.9995535739193518,-9.312274227708244,0.9826490146202649,-8.6785882230941,0.9954805364574406,-4.078141100330222,0.9621149059450091,-8.94942812549033,2,Shut Down
1.0,0.0,0.9999999999999999,2.4700142836098204,0.9999999999999999,-8.756081587628437,0.9899245545268177,-5.072605789992209,0.977013408198325,-9.658957348414498,0.9997802431263983,-8.756081587628433,0.9832042685052623,-7.954186806596215,0.9958681827328226,-3.401481979928823,0.9629886830087404,-8.375386152279328,2,Shut Down
1.0,0.0,1.0,23.59306139682988,0.9999999999999998,18.385936606644194,0.9917163150045574,3.7814437688794826,0.993476911313538,6.700301572959053,1.0141799553262143,15.570803703811583,1.0109555446128473,15.9386501347582,1.0102167841030738,17.805247760707545,0.9841543485125583,6.916991809445663,3,Low Load
1.0,0.0,0.9999999999999997,19.193616661493188,0.9999999999999999,20.436981469991583,0.971405803632473,-2.608437800600216,0.9432694568093355,-7.884107247070389,1.00569194951961,17.59806956027098,0.981920824554612,12.74900207088246,0.9889986850074038,13.28119263242023,0.9333992356158256,-1.3594196427967817,1,High Load
1.0,0.0,0.9999999999999997,-22.93983302698779,0.9999999999999999,-27.42938720473807,0.8831312076759089,-15.977430476835181,0.8318288734956685,-29.40704489365709,0.9494796379131735,-30.436522184375963,0.899657238560389,-35.43039503831376,0.9331586523868374,-29.20743281293026,0.7918066220503786,-31.383217518318283,4,Disconnect
1.0,0.0,0.9999999999999999,2.0645680365928025,1.0,-8.944383498232813,0.9900916642687354,-5.124132136664338,0.9785498930465606,-9.450359488830108,0.9998526278530534,-8.944383498232817,0.9828795615576539,-8.376521890658292,0.9956322126677207,-3.8083246959275874,0.9623880476475491,-8.750932948740795,2,Shut Down
1.0,0.0,1.0,1.8046123628821915,0.9999999999999999,-9.233577104309001,0.9899854372076891,-5.223353350856214,0.9780952085897963,-9.681390182416484,0.9996613033888552,-9.233577104309004,0.9825696801318851,-8.696008147379978,0.995490943009216,-4.069116720851078,0.9624314106444558,-8.880184296275127,2,Shut Down
1.0,0.0,0.9999999999999999,1.6771637835779876,1.0,-9.480546632302989,0.9895632599115936,-5.360626855573891,0.9766235965340188,-10.094669475318229,0.999414466739668,-9.480546632302989,0.9824700931532698,-8.840212923723447,0.9954180304950059,-4.196997053589292,0.96227880311803,-8.971784120562845,2,Shut Down
1.0,0.0,1.0,24.468971115706744,0.9999999999999998,19.16835700491413,0.9908592740155481,4.1360990166093465,0.9963928625961488,7.225831862245444,1.0150868574734848,16.355741230255223,1.0123806291290123,16.873232324728026,1.0101941548725633,18.68102738468286,0.9809964100102805,7.64007053311727,3,Low Load
1.0,0.0,0.9999999999999999,18.81656333146884,1.0,20.01603682521693,0.971841051625549,-2.6783922856008613,0.9441517800967396,-7.868421305439097,1.0056987995946538,17.177144267900143,0.9819453814989942,12.32788128676575,0.9891346052854417,12.904954643753472,0.9338361755036876,-1.621887661080229,1,High Load
1.0,0.0,0.9999999999999999,-23.775939232238066,0.9999999999999998,-28.010410036970423,0.8809116160518383,-16.472724022428658,0.8332379034987138,-29.968637966653688,0.95056999378912,-31.0140925027091,0.9024471807983862,-36.0104822841231,0.9339086148446207,-30.038485760429385,0.788663680644493,-32.797550888558,4,Disconnect
1.0,0.0,1.0,25.24359881720071,0.9999999999999999,19.90351377302281,0.98963718850724,4.419873013478089,0.9932831787936391,7.72107975019071,1.013765806479041,17.087229890641364,1.0100117619072515,17.73967000372105,1.009350370197229,19.45080000302011,0.9817816533242891,8.176654799235324,3,Low Load
1.0,0.0,0.9999999999999999,25.30766019229121,0.9999999999999999,19.88721606854273,0.9874172512108184,4.432744969432355,0.9889468263329687,7.654319369185112,1.012793763425605,17.068227036018683,1.0093784747625687,17.743249537303345,1.0085361344828592,19.510168575943144,0.9783010464693574,8.338600389258103,3,Low Load
1.0,0.0,0.9999999999999999,-20.61831329558666,0.9999999999999999,-24.839931439616773,0.9011206980678105,-15.159534203659865,0.8559091017596768,-27.134361535508866,0.9555266302387826,-27.82801862079314,0.9051116314099729,-32.73561007227244,0.9407982980379989,-26.83481626071137,0.8225472951884522,-29.759668294171448,4,Disconnect
1.0,0.0,1.0,-20.90227668862133,0.9999999999999999,-25.174076293029295,0.8941831739699225,-15.085895657981718,0.8497738357190451,-27.21443272809925,0.9531393323834694,-28.169654459580116,0.9012738227764031,-33.20743462952639,0.9360665718525746,-27.150328313570295,0.8043002496004611,-29.735504521815905,4,Disconnect
1.0,0.0,0.9999999999999997,24.980132757699987,0.9999999999999998,19.80738982360583,0.988328887378306,4.403495698804806,0.9907583358319646,7.936496899294494,1.0140326945947016,16.991847769745604,1.012156568344826,17.46068550136771,1.0098559651357377,19.190244083774534,0.9798079002401738,7.955485965714682,3,Low Load
1.0,0.0,0.9999999999999999,-20.943854818524976,0.9999999999999998,-25.169181869644866,0.8881092566828634,-15.411723093235038,0.841446528423202,-27.705013903523064,0.9509919185520329,-28.171530476045657,0.8981422369475113,-32.917097664069495,0.9335414101438354,-27.208874556808585,0.7950133667215525,-30.72862085077535,4,Disconnect
1.0,0.0,0.9999999999999998,18.695836120390908,1.0,19.959970303365623,0.9723911365828419,-2.655650574302935,0.9465417561931533,-7.474409838693948,1.005690532029804,17.12105438900846,0.9819287146588923,12.271411290943464,0.9889696261236721,12.78323774732953,0.9333471975350434,-1.907302917098625,1,High Load
1.0,0.0,1.0,24.549935344736646,0.9999999999999999,19.26255909110953,0.9909010936543973,4.201760360197546,0.9960426832757889,7.345929048010735,1.0154065615112375,16.45082958930029,1.0136159740412094,16.951851083398704,1.0108399450871444,18.765701945608228,0.9819309898982578,7.751866153000462,3,Low Load
1.0,0.0,0.9999999999999999,2.406438626642481,1.0,-8.74085618920478,0.9900054771224601,-5.064722921618308,0.9776340972525576,-9.531752964367332,0.9998581349233764,-8.740856189204777,0.9831873779030947,-8.006030062243834,0.9958302399864842,-3.465282136880999,0.9627724554376949,-8.467135895191467,2,Shut Down
1.0,0.0,0.9999999999999999,2.175618634788428,1.0,-8.84718201854869,0.9898126959437111,-5.1521635440369264,0.9780898446164435,-9.500154082160659,0.9998884932740127,-8.847182018548688,0.9831362478679264,-8.193508756214587,0.9956770650579493,-3.6970086104215216,0.961874949377161,-8.802374614201998,2,Shut Down
1.0,0.0,0.9999999999999999,18.019541013782504,1.0,19.05163300982507,0.9735167433749015,-2.6744883901563186,0.9477924046581759,-7.479576388097126,1.005750538450964,16.212886613365573,0.9821036216145418,11.363190285685777,0.9897486711523681,12.111613100455033,0.9359529225636913,-1.9771420138139002,1,High Load
1.0,0.0,0.9999999999999999,-21.327056356320245,0.9999999999999998,-25.31837947018889,0.8999640696781891,-15.379621197564557,0.8594577245199911,-27.2175692851437,0.9536328970945781,-28.312405824440585,0.897639334343457,-33.494362286736646,0.9371255313608005,-27.56801955958182,0.8180100316911685,-30.563467332893417,4,Disconnect
1.0,0.0,0.9999999999999997,-20.030785131125345,1.0,-24.34184208844157,0.903647577999718,-14.657855160260631,0.8640953894562954,-26.396894930941283,0.9563643340176107,-27.327309555897862,0.9036188265167189,-32.41290278521101,0.9393690787645073,-26.256783676890944,0.8188131044530106,-28.57192101875866,4,Disconnect
1.0,0.0,0.9999999999999999,24.359728115357964,0.9999999999999997,19.140111498660566,0.9909868377839284,4.033280527904531,0.9944209026915034,7.173741381145407,1.014975242873176,16.327186178090823,1.0131749486023904,16.854702587319736,1.0107325026400866,18.574877745412227,0.9826204804826113,7.343481283888591,3,Low Load
1.0,0.0,0.9999999999999999,18.98647642824261,0.9999999999999997,20.226134507141403,0.9721718640647778,-2.570140654193537,0.9456054956680159,-7.5340382616661525,1.0057076528450095,17.387266961083096,0.9819704471881006,12.537931598006907,0.9890812284004833,13.074547576891314,0.9337333538986302,-1.551374955524805,1,High Load
1.0,0.0,1.0,18.229665741215502,0.9999999999999999,19.250722251224868,0.9722770953788921,-2.785549993361111,0.9437718870448599,-8.14488850273379,1.005724675582585,16.411902794750002,0.9820226502329841,11.562618562337358,0.98965302993414,12.321164846443207,0.9355242469187618,-1.748067487906225,1,High Load
1.0,0.0,1.0,24.649965780495016,1.0,19.417957034047372,0.990815453755642,4.370429406549726,0.9951186127817335,7.707234559240266,1.0146071066662654,16.604010261040468,1.0114148644630705,16.98796190540145,1.0103339183487872,18.862825452699333,0.9837706238880525,7.993670540103632,3,Low Load
1.0,0.0,0.9999999999999998,2.105201128637426,0.9999999999999999,-9.040989845618993,0.9899488777360148,-5.161743276003254,0.9774374226768404,-9.717407959630826,0.9996891092065671,-9.040989845618993,0.9828431754356552,-8.369887471061102,0.9956681676413206,-3.7674787796624227,0.9627771356415077,-8.63138048034988,2,Shut Down
1.0,0.0,1.0,1.1631326991860897,1.0,-9.956689109354821,0.9892462316432089,-5.5580684256549935,0.9762219397543888,-10.403301590604789,0.9991522367303769,-9.956689109354821,0.9819924399596062,-9.409064961799938,0.9951092382421477,-4.712857364796078,0.9617148542827143,-9.371769130680649,2,Shut Down
1.0,0.0,0.9999999999999999,2.211538020311459,0.9999999999999999,-8.855263835185573,0.9897146241520243,-5.16880016344556,0.9776634148945302,-9.589762532121913,0.9998465030973626,-8.855263835185577,0.9831783109191361,-8.152924244341536,0.9956978949774896,-3.6609659379886987,0.9618895072956296,-8.776299801318473,2,Shut Down
1.0,0.0,0.9999999999999999,17.825585542125495,0.9999999999999999,18.960049480935794,0.9723027595952961,-2.973198121494934,0.9449866979679995,-8.093735914597863,1.0056739499381218,16.121086718664632,0.9818904002756962,11.271249495326996,0.9892084474775219,11.91441971517161,0.9339671881152405,-2.451133325956929,1,High Load
1.0,0.0,1.0,25.2389420391534,0.9999999999999999,19.942830184448063,0.9911970004022718,4.519450742257424,0.9957805743654987,7.89332010458141,1.0152339409847724,17.130622219195743,1.0132851316587699,17.7075090130292,1.0112857405267102,19.45726714038221,0.9854745497154526,8.316410822139938,3,Low Load
1.0,0.0,0.9999999999999998,-21.67068478458305,0.9999999999999998,-25.937594896131902,0.8905813243481113,-15.753661856677516,0.8457252379511169,-28.459595996004282,0.9545250318436853,-28.92882037521927,0.9072542248315476,-33.65576874055626,0.9382585217426671,-27.90408184456386,0.8022411455726957,-31.14765401259838,4,Disconnect
1.0,0.0,1.0,19.162863512463396,1.0,20.361616776711546,0.9716656287700756,-2.565385591598207,0.9436567794605722,-7.817755786315618,1.0057115703681754,17.522760297881085,0.9819756714952432,12.67374047454187,0.9891773129405789,13.25151096751212,0.9340091659791264,-1.271595681906635,1,High Load
1.0,0.0,0.9999999999999998,1.9644216007242181,0.9999999999999999,-9.130728129556413,0.9896277621260703,-5.260209946704883,0.9772479313356811,-9.806036711337992,0.9996668506180195,-9.130728129556415,0.9828812370596895,-8.459495630561493,0.9955687989713784,-3.9088465270006956,0.9619654084200906,-8.892270524013185,2,Shut Down
